ticker,company_name,status,overall_label,overall_score,price_to_earnings,ev_to_sales,fcf_yield,red_flag_count,screen_rank,report_generated,report_path,scorecard_csv,scorecard_json,red_flags_csv,metric_snapshot_csv,charts_dir,report_dir,scorecard_dir,error
000858,000858,failed,,,,,,,,False,,,,,,,,,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600519,600519,failed,,,,,,,,False,,,,,,,,,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
